table_row_id,run_mode,dataset_id,baseline_system_id,system_id,specialist_composition_id,mean_correctness_delta,direction_vs_baseline,decision_pairwise_agreement,mean_abs_probability_difference,row_count,source_metric_manifest_hash,source_metric_artifact_hash
96483ec9ad100e0f94e26791,audit,breast_cancer_wisconsin,single_model,pure_mavs_gc,full_rf_gbt_mlp,-0.001851851851851852,pure_mavs_lower,0.9981481481481481,0.030274892401971093,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
a72e3fe223ba77d639540cce,audit,breast_cancer_wisconsin,single_model,pure_mavs_gc,gbt_mlp_pair,-0.014197530864197531,pure_mavs_lower,0.9858024691358025,0.017197348553313205,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
9ae5d8cea43205d02e9dc4d3,audit,breast_cancer_wisconsin,single_model,pure_mavs_gc,rf_gbt_pair,0.0,neutral,1.0,0.02908186654114967,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
0d0e1361de9fb1d19f2c8478,audit,breast_cancer_wisconsin,single_model,pure_mavs_gc,rf_mlp_pair,0.0012345679012345679,pure_mavs_higher,0.9790123456790123,0.0028532678781895446,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
54ee7fb5d39d7f3fa0a01c3c,audit,breast_cancer_wisconsin,static_weighted_ensemble,pure_mavs_gc,full_rf_gbt_mlp,-0.001851851851851852,pure_mavs_lower,0.9981481481481481,0.002163064285971201,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
352121ac706ce94783781f13,audit,breast_cancer_wisconsin,static_weighted_ensemble,pure_mavs_gc,gbt_mlp_pair,-0.014197530864197531,pure_mavs_lower,0.9858024691358025,0.008203427558842057,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
5c3511c4f7883ee70ff6359b,audit,breast_cancer_wisconsin,static_weighted_ensemble,pure_mavs_gc,rf_gbt_pair,0.0,neutral,1.0,0.004842761595920897,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
6be2ba9bf5384e5b97214a03,audit,breast_cancer_wisconsin,static_weighted_ensemble,pure_mavs_gc,rf_mlp_pair,-0.005555555555555556,pure_mavs_lower,0.9895061728395061,0.007159800428948515,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
a7c6facf33c2308268190d61,audit,breast_cancer_wisconsin,veto_mavs,pure_mavs_gc,full_rf_gbt_mlp,0.016666666666666666,pure_mavs_higher,0.9833333333333333,2.2327766795150672e-05,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
e380fa6526da5192c8b95ba1,audit,breast_cancer_wisconsin,veto_mavs,pure_mavs_gc,gbt_mlp_pair,0.0006172839506172839,pure_mavs_higher,0.995679012345679,1.294885409459848e-18,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
