table_row_id,run_mode,dataset_id,system_id,specialist_composition_id,metric_name,compared_metric,mean_metric_value,sample_variance,standard_deviation,confidence_interval_width,ci_width_comparison_to_pure,pure_mavs_reference_ci_width,row_count,repetition_unit_count,source_metric_manifest_hash,source_metric_artifact_hash
045cc4aadb80eaa0b5d83ed3,audit,bank_marketing,mean_ensemble,full_rf_gbt_mlp,f1_variance,f1,0.7028423120089786,0.028872695211683324,0.1699196728212579,0.0496470533813332,pure_mavs_wider,0.07142998864893521,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,bcb3a565ab78cb63d57fa29e3872ba4535ea472985ae623d773a4975a818fd39
4ccf171f4c72d7705b14f6c4,audit,bank_marketing,mean_ensemble,gbt_mlp_pair,accuracy_variance,accuracy,0.608641975308642,0.044617636465350115,0.21122887223424291,0.06171675663784763,pure_mavs_narrower,0.05524373476061436,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,909fd502bff636e47afdf226e9078657dbe8e563586ae09abf171f974e487462
ffd9431de17d8d692deb5bc7,audit,bank_marketing,mean_ensemble,gbt_mlp_pair,f1_variance,f1,0.6261576078242744,0.03316903979676827,0.1821236936720982,0.05321281869025023,pure_mavs_wider,0.07007895791692864,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,bcb3a565ab78cb63d57fa29e3872ba4535ea472985ae623d773a4975a818fd39
38fe873ebc65823f1ea28ee0,audit,bank_marketing,mean_ensemble,rf_gbt_pair,accuracy_variance,accuracy,0.6685185185185186,0.05689702738119869,0.23853097782300456,0.06969387353715976,pure_mavs_narrower,0.061718611653151165,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,909fd502bff636e47afdf226e9078657dbe8e563586ae09abf171f974e487462
3a3320c6a4dfe2e574abcb3f,audit,bank_marketing,mean_ensemble,rf_gbt_pair,f1_variance,f1,0.6912794612794613,0.042843586249037405,0.2069869228937843,0.060477345792417196,pure_mavs_narrower,0.05183407723486327,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,bcb3a565ab78cb63d57fa29e3872ba4535ea472985ae623d773a4975a818fd39
7d1f8b1b6cc1a945e63c6471,audit,bank_marketing,mean_ensemble,rf_mlp_pair,accuracy_variance,accuracy,0.7370370370370369,0.025229326160424854,0.1588374205293729,0.0464090459041214,pure_mavs_narrower,0.04191096263662912,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,909fd502bff636e47afdf226e9078657dbe8e563586ae09abf171f974e487462
1dff243c9d1cede336bb4ade,audit,bank_marketing,mean_ensemble,rf_mlp_pair,f1_variance,f1,0.7615656565656564,0.018752755533439466,0.13694070079212925,0.04001127220540094,pure_mavs_wider,0.05686605189493293,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,bcb3a565ab78cb63d57fa29e3872ba4535ea472985ae623d773a4975a818fd39
bf2baff29a11a55abcf2eba3,audit,bank_marketing,pure_mavs_gc,full_rf_gbt_mlp,accuracy_variance,accuracy,0.5462962962962963,0.04370991102834678,0.20906915369883425,0.061085731050075476,reference,0.061085731050075476,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,909fd502bff636e47afdf226e9078657dbe8e563586ae09abf171f974e487462
ed9c66c1c7c09c48af9319cc,audit,bank_marketing,pure_mavs_gc,full_rf_gbt_mlp,f1_variance,f1,0.471547619047619,0.05976701049755718,0.24447292385365946,0.07142998864893521,reference,0.07142998864893521,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,bcb3a565ab78cb63d57fa29e3872ba4535ea472985ae623d773a4975a818fd39
983ddb4e6a25fea9ccb0a6fd,audit,bank_marketing,pure_mavs_gc,gbt_mlp_pair,accuracy_variance,accuracy,0.5623456790123457,0.03574920875769211,0.18907461161587008,0.05524373476061436,reference,0.05524373476061436,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,909fd502bff636e47afdf226e9078657dbe8e563586ae09abf171f974e487462
e8dd7a242c06859845cbd101,audit,bank_marketing,pure_mavs_gc,gbt_mlp_pair,f1_variance,f1,0.4923456790123456,0.05752751859186786,0.2398489495325503,0.07007895791692864,reference,0.07007895791692864,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,bcb3a565ab78cb63d57fa29e3872ba4535ea472985ae623d773a4975a818fd39
99ff18b58aa3dd4aefcfee4a,audit,bank_marketing,pure_mavs_gc,rf_gbt_pair,accuracy_variance,accuracy,0.5944444444444443,0.04462031864266501,0.21123522112248472,0.061718611653151165,reference,0.061718611653151165,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,909fd502bff636e47afdf226e9078657dbe8e563586ae09abf171f974e487462
36d92b6af0a35063f535aaa3,audit,bank_marketing,pure_mavs_gc,rf_gbt_pair,f1_variance,f1,0.5768518518518518,0.031472490713645274,0.17740487793080909,0.05183407723486327,reference,0.05183407723486327,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,bcb3a565ab78cb63d57fa29e3872ba4535ea472985ae623d773a4975a818fd39
68765ade56324e368a5fabd6,audit,bank_marketing,pure_mavs_gc,rf_mlp_pair,accuracy_variance,accuracy,0.6734567901234567,0.020575748519054953,0.1434424920274845,0.04191096263662912,reference,0.04191096263662912,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,909fd502bff636e47afdf226e9078657dbe8e563586ae09abf171f974e487462
104feae764baa01e1ce79acc,audit,bank_marketing,pure_mavs_gc,rf_mlp_pair,f1_variance,f1,0.639177088343755,0.03787969950418425,0.1946270780343379,0.05686605189493293,reference,0.05686605189493293,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,bcb3a565ab78cb63d57fa29e3872ba4535ea472985ae623d773a4975a818fd39
99f690fd96746c6be0046936,audit,bank_marketing,single_model,full_rf_gbt_mlp,accuracy_variance,accuracy,0.6728395061728394,0.0694837191836985,0.26359764639256267,0.07701784145624904,pure_mavs_narrower,0.061085731050075476,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,909fd502bff636e47afdf226e9078657dbe8e563586ae09abf171f974e487462
c14e700e0c43d021d6e01ba6,audit,bank_marketing,single_model,full_rf_gbt_mlp,f1_variance,f1,0.6906152797819464,0.05414419319504051,0.23268904829200818,0.06798698120115311,pure_mavs_wider,0.07142998864893521,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,bcb3a565ab78cb63d57fa29e3872ba4535ea472985ae623d773a4975a818fd39
7206481a369671fb38ce063b,audit,bank_marketing,single_model,gbt_mlp_pair,accuracy_variance,accuracy,0.6037037037037036,0.041947720532450515,0.2048114267624014,0.059841710313768025,pure_mavs_narrower,0.05524373476061436,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,909fd502bff636e47afdf226e9078657dbe8e563586ae09abf171f974e487462
c6ce9bedbad6e311fafa7d8c,audit,bank_marketing,single_model,gbt_mlp_pair,f1_variance,f1,0.6070935545935545,0.02756496891463577,0.1660270126052859,0.0485096976747868,pure_mavs_wider,0.07007895791692864,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,bcb3a565ab78cb63d57fa29e3872ba4535ea472985ae623d773a4975a818fd39
1b8860d6320a2bf2345e4c69,audit,bank_marketing,single_model,rf_gbt_pair,accuracy_variance,accuracy,0.6870370370370369,0.06972549831022828,0.2640558621016172,0.0771517227154928,pure_mavs_narrower,0.061718611653151165,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,909fd502bff636e47afdf226e9078657dbe8e563586ae09abf171f974e487462
c1447da929f6d9f05715a7a1,audit,bank_marketing,single_model,rf_gbt_pair,f1_variance,f1,0.7028030303030302,0.05434860219770072,0.23312786662623736,0.06811519494416744,pure_mavs_narrower,0.05183407723486327,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,bcb3a565ab78cb63d57fa29e3872ba4535ea472985ae623d773a4975a818fd39
9b32669f88d05330eb7444ac,audit,bank_marketing,single_model,rf_mlp_pair,accuracy_variance,accuracy,0.7469135802469135,0.035734265198366165,0.18903508985996798,0.05523218731179682,pure_mavs_narrower,0.04191096263662912,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,909fd502bff636e47afdf226e9078657dbe8e563586ae09abf171f974e487462
e71aaf6d54b15bf0a2f11d13,audit,bank_marketing,single_model,rf_mlp_pair,f1_variance,f1,0.7730647747314413,0.027615915901886817,0.16618037159028987,0.04855450603386956,pure_mavs_wider,0.05686605189493293,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,bcb3a565ab78cb63d57fa29e3872ba4535ea472985ae623d773a4975a818fd39
700d02b5e740e4c3c7870e5d,audit,bank_marketing,static_weighted_ensemble,full_rf_gbt_mlp,accuracy_variance,accuracy,0.6549382716049381,0.05855537929818915,0.2419821879771095,0.07070224656369735,pure_mavs_narrower,0.061085731050075476,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,909fd502bff636e47afdf226e9078657dbe8e563586ae09abf171f974e487462
567021cc52dbc699a602f88e,audit,bank_marketing,static_weighted_ensemble,full_rf_gbt_mlp,f1_variance,f1,0.6654497354497355,0.043915269314843665,0.20955970346143282,0.061229059658503,pure_mavs_wider,0.07142998864893521,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,bcb3a565ab78cb63d57fa29e3872ba4535ea472985ae623d773a4975a818fd39
13554076e7165bbac2b6ff85,audit,bank_marketing,static_weighted_ensemble,gbt_mlp_pair,accuracy_variance,accuracy,0.6074074074074073,0.041575281053865785,0.20390017423696769,0.05957546096180704,pure_mavs_narrower,0.05524373476061436,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,909fd502bff636e47afdf226e9078657dbe8e563586ae09abf171f974e487462
a72b2a76e16dd49352392514,audit,bank_marketing,static_weighted_ensemble,gbt_mlp_pair,f1_variance,f1,0.6056794131794132,0.028996555818035775,0.17028375089254927,0.04975342954802573,pure_mavs_wider,0.07007895791692864,1620,180,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,bcb3a565ab78cb63d57fa29e3872ba4535ea472985ae623d773a4975a818fd39
